Number,Name,Class,Position,Hometown,Team,Simple.Hometown,Label,Season,Lon,Lat
3,Jack Glover,SR,D,"Golden Valley, Minnesota",Minnesota,golden valley minnesota,"Minnesota: 03 Jack Glover - Golden Valley, Minnesota (SR-D)",20172018,-93.3600034,44.9917149
4,Steve Johnson,SR,D,"Excelsior, Minnesota",Minnesota,excelsior minnesota,"Minnesota: 04 Steve Johnson - Excelsior, Minnesota (SR-D)",20172018,-93.5663455,44.9032963
5,Ryan Lindgren,SO,D,"Minneapolis, Minnesota",Minnesota,minneapolis minnesota,"Minnesota: 05 Ryan Lindgren - Minneapolis, Minnesota (SO-D)",20172018,-93.2650108,44.977753
6,Clayton Phillips,FR,D,"Edina, Minnesota",Minnesota,edina minnesota,"Minnesota: 06 Clayton Phillips - Edina, Minnesota (FR-D)",20172018,-93.3499489,44.8896866
7,Brannon McManus,FR,F,"Newport Beach, California",Minnesota,newport beach california,"Minnesota: 07 Brannon McManus - Newport Beach, California (FR-F)",20172018,-117.9298493,33.6188829
11,Luke Notermann,SO,F,"Blaine, Minnesota",Minnesota,blaine minnesota,"Minnesota: 11 Luke Notermann - Blaine, Minnesota (SO-F)",20172018,-93.23494889999999,45.1607987
12,Joey Marooney,SO,F,"Chaska, Minnesota",Minnesota,chaska minnesota,"Minnesota: 12 Joey Marooney - Chaska, Minnesota (SO-F)",20172018,-93.60183889999999,44.7893446
13,Cullen Munson,FR,F,"Edina, Minnesota",Minnesota,edina minnesota,"Minnesota: 13 Cullen Munson - Edina, Minnesota (FR-F)",20172018,-93.3499489,44.8896866
16,Jack Ramsey,JR,F,"Chanhassen, Minnesota",Minnesota,chanhassen minnesota,"Minnesota: 16 Jack Ramsey - Chanhassen, Minnesota (JR-F)",20172018,-93.53231029999999,44.86196450000001
17,Tommy Novak,JR,F,"River Falls, Wisconsin",Minnesota,river falls wisconsin,"Minnesota: 17 Tommy Novak - River Falls, Wisconsin (JR-F)",20172018,-92.6238082,44.8613563
20,Ryan Zuhlsdorf,SO,D,"Edina, Minnesota",Minnesota,edina minnesota,"Minnesota: 20 Ryan Zuhlsdorf - Edina, Minnesota (SO-D)",20172018,-93.3499489,44.8896866
21,Casey Mittelstadt,FR,F,"Eden Prairie, Minnesota",Minnesota,eden prairie minnesota,"Minnesota: 21 Casey Mittelstadt - Eden Prairie, Minnesota (FR-F)",20172018,-93.47078599999999,44.8546856
23,Ryan Norman,JR,F,"Maplewood, Minnesota",Minnesota,maplewood minnesota,"Minnesota: 23 Ryan Norman - Maplewood, Minnesota (JR-F)",20172018,-92.9952153,44.9530215
25,Connor Hurley,SR,F,"Edina, Minnesota",Minnesota,edina minnesota,"Minnesota: 25 Connor Hurley - Edina, Minnesota (SR-F)",20172018,-93.3499489,44.8896866
26,Darian Romanko,JR,F,"Shoreview, Minnesota",Minnesota,shoreview minnesota,"Minnesota: 26 Darian Romanko - Shoreview, Minnesota (JR-F)",20172018,-93.14716670000001,45.0791325
29,Tyler Nanne,SO,D,"Edina, Minnesota",Minnesota,edina minnesota,"Minnesota: 29 Tyler Nanne - Edina, Minnesota (SO-D)",20172018,-93.3499489,44.8896866
34,Nick Lehr,SR,G,"Roseville, Minnesota",Minnesota,roseville minnesota,"Minnesota: 34 Nick Lehr - Roseville, Minnesota (SR-G)",20172018,-93.15661070000002,45.0060767
37,Eric Schierhorn,JR,G,"Anchorage, Alaska",Minnesota,anchorage alaska,"Minnesota: 37 Eric Schierhorn - Anchorage, Alaska (JR-G)",20172018,-149.9002778,61.2180556
40,Mat Robson,SO,G,"Mississauga, Ontario",Minnesota,mississauga ontario,"Minnesota: 40 Mat Robson - Mississauga, Ontario (SO-G)",20172018,-79.6441198,43.5890452
2,Connor Mackey,FR,D,"Tower Lakes, Illinois",Minnesota State,tower lakes illinois,"Minnesota State: 02 Connor Mackey - Tower Lakes, Illinois (FR-D)",20172018,-88.1559741,42.2338015
3,Jack McNeely,FR,D,"Lakeville, Minnesota",Minnesota State,lakeville minnesota,"Minnesota State: 03 Jack McNeely - Lakeville, Minnesota (FR-D)",20172018,-93.24271999999999,44.6496868
5,Jake Jaremko,FR,F,"Nowthen, Minnesota",Minnesota State,nowthen minnesota,"Minnesota State: 05 Jake Jaremko - Nowthen, Minnesota (FR-F)",20172018,-93.44670149999999,45.3324984
6,Parker Tuomie,SO,F,"Bremerhaven, Germany",Minnesota State,bremerhaven germany,"Minnesota State: 06 Parker Tuomie - Bremerhaven, Germany (SO-F)",20172018,8.580942499999999,53.5395845
7,Steen Cooper,JR,F,"Duncan, British Columbia",Minnesota State,duncan british columbia,"Minnesota State: 07 Steen Cooper - Duncan, British Columbia (JR-F)",20172018,-123.7079417,48.7786908
10,Zeb Knutson,SR,F,"Sioux Falls, South Dakota",Minnesota State,sioux falls south dakota,"Minnesota State: 10 Zeb Knutson - Sioux Falls, South Dakota (SR-F)",20172018,-96.73110340000001,43.5445959
11,Jared Spooner,FR,F,"Bismarck, North Dakota",Minnesota State,bismarck north dakota,"Minnesota State: 11 Jared Spooner - Bismarck, North Dakota (FR-F)",20172018,-100.7837392,46.8083268
12,Max Coatta,JR,F,"Minnetonka, Minnesota",Minnesota State,minnetonka minnesota,"Minnesota State: 12 Max Coatta - Minnetonka, Minnesota (JR-F)",20172018,-93.4687489,44.9211836
14,Michael Bigelbach,SO,D,"Red Wing, Minnesota",Minnesota State,red wing minnesota,"Minnesota State: 14 Michael Bigelbach - Red Wing, Minnesota (SO-D)",20172018,-92.5369563,44.5660691
16,Reggie Lutz,FR,F,"Elk River, Minnesota",Minnesota State,elk river minnesota,"Minnesota State: 16 Reggie Lutz - Elk River, Minnesota (FR-F)",20172018,-93.56911219999999,45.33772829999999
17,Walker Duehr,FR,F,"Sioux Falls, South Dakota",Minnesota State,sioux falls south dakota,"Minnesota State: 17 Walker Duehr - Sioux Falls, South Dakota (FR-F)",20172018,-96.73110340000001,43.5445959
18,Ian Scheid,SO,D,"Coon Rapids, Minnesota",Minnesota State,coon rapids minnesota,"Minnesota State: 18 Ian Scheid - Coon Rapids, Minnesota (SO-D)",20172018,-93.30300629999999,45.1732394
19,Brad McClure,SR,F,"Stratford, Ontario",Minnesota State,stratford ontario,"Minnesota State: 19 Brad McClure - Stratford, Ontario (SR-F)",20172018,-80.98222860000001,43.3700007
20,Marc Michaelis,SO,F,"Mannheim, Germany",Minnesota State,mannheim germany,"Minnesota State: 20 Marc Michaelis - Mannheim, Germany (SO-F)",20172018,8.466039499999999,49.4874592
22,Dallas Gerads,FR,F,"Blaine, Minnesota",Minnesota State,blaine minnesota,"Minnesota State: 22 Dallas Gerads - Blaine, Minnesota (FR-F)",20172018,-93.23494889999999,45.1607987
25,Riese Zmolek,FR,D,"Rochester, Minnesota",Minnesota State,rochester minnesota,"Minnesota State: 25 Riese Zmolek - Rochester, Minnesota (FR-D)",20172018,-92.4801989,44.0121221
27,Ryan Schwalbe,JR,F,"Anchorage, Alaska",Minnesota State,anchorage alaska,"Minnesota State: 27 Ryan Schwalbe - Anchorage, Alaska (JR-F)",20172018,-149.9002778,61.2180556
29,Aaron Nelson,SR,G,"Bismarck, North Dakota",Minnesota State,bismarck north dakota,"Minnesota State: 29 Aaron Nelson - Bismarck, North Dakota (SR-G)",20172018,-100.7837392,46.8083268
37,Connor LaCouvee,SR,G,"Qualicum Beach, British Columbia",Minnesota State,qualicum beach british columbia,"Minnesota State: 37 Connor LaCouvee - Qualicum Beach, British Columbia (SR-G)",20172018,-124.4428262,49.3482346
3,Mikey Anderson,FR,D,"Roseville, Minnesota",Minnesota-Duluth,roseville minnesota,"Minnesota-Duluth: 03 Mikey Anderson - Roseville, Minnesota (FR-D)",20172018,-93.15661070000002,45.0060767
5,Nick Wolff,SO,D,"Eagan, Minnesota",Minnesota-Duluth,eagan minnesota,"Minnesota-Duluth: 05 Nick Wolff - Eagan, Minnesota (SO-D)",20172018,-93.1668858,44.8041322
11,Avery Peterson,SR,F,"Grand Rapids, Minnesota",Minnesota-Duluth,grand rapids minnesota,"Minnesota-Duluth: 11 Avery Peterson - Grand Rapids, Minnesota (SR-F)",20172018,-93.53021419999999,47.2371658
12,Jarod Hilderman,SO,D,"Kamsack, Saskatchewan",Minnesota-Duluth,kamsack saskatchewan,"Minnesota-Duluth: 12 Jarod Hilderman - Kamsack, Saskatchewan (SO-D)",20172018,-101.8984151,51.5648837
13,Joey Anderson,SO,F,"Roseville, Minnesota",Minnesota-Duluth,roseville minnesota,"Minnesota-Duluth: 13 Joey Anderson - Roseville, Minnesota (SO-F)",20172018,-93.15661070000002,45.0060767
16,Billy Exell,JR,F,"Thunder Bay, Ontario",Minnesota-Duluth,thunder bay ontario,"Minnesota-Duluth: 16 Billy Exell - Thunder Bay, Ontario (JR-F)",20172018,-89.2476823,48.3808951
18,Nick McCormack,SR,D,"Ramsey, Minnesota",Minnesota-Duluth,ramsey minnesota,"Minnesota-Duluth: 18 Nick McCormack - Ramsey, Minnesota (SR-D)",20172018,-93.45,45.2611
19,Justin Richards,FR,F,"Columbus, Ohio",Minnesota-Duluth,columbus ohio,"Minnesota-Duluth: 19 Justin Richards - Columbus, Ohio (FR-F)",20172018,-82.99879419999999,39.9611755
20,Karson Kuhlman,SR,F,"Esko, Minnesota",Minnesota-Duluth,esko minnesota,"Minnesota-Duluth: 20 Karson Kuhlman - Esko, Minnesota (SR-F)",20172018,-92.3631247,46.7070314
21,Matt Anderson,FR,D,"Shakopee, Minnesota",Minnesota-Duluth,shakopee minnesota,"Minnesota-Duluth: 21 Matt Anderson - Shakopee, Minnesota (FR-D)",20172018,-93.5272861,44.7973962
22,Jared Thomas,SR,C,"Hermantown, Minnesota",Minnesota-Duluth,hermantown minnesota,"Minnesota-Duluth: 22 Jared Thomas - Hermantown, Minnesota (SR-C)",20172018,-92.2382464,46.8068852
23,Nick Swaney,FR,F,"Lakeville, Minnesota",Minnesota-Duluth,lakeville minnesota,"Minnesota-Duluth: 23 Nick Swaney - Lakeville, Minnesota (FR-F)",20172018,-93.24271999999999,44.6496868
26,Jade Miller,SO,F,"Minto, North Dakota",Minnesota-Duluth,minto north dakota,"Minnesota-Duluth: 26 Jade Miller - Minto, North Dakota (SO-F)",20172018,-97.37146519999999,48.2916547
27,Riley Tufte,SO,F,"Blaine, Minnesota",Minnesota-Duluth,blaine minnesota,"Minnesota-Duluth: 27 Riley Tufte - Blaine, Minnesota (SO-F)",20172018,-93.23494889999999,45.1607987
28,Sammy Spurrell,SR,F,"Sherwood, Alberta",Minnesota-Duluth,sherwood alberta,"Minnesota-Duluth: 28 Sammy Spurrell - Sherwood, Alberta (SR-F)",20172018,-113.2957365,53.5412083
32,Hunter Shepard,SO,G,"Cohasset, Minnesota",Minnesota-Duluth,cohasset minnesota,"Minnesota-Duluth: 32 Hunter Shepard - Cohasset, Minnesota (SO-G)",20172018,-93.6221657,47.2640071
36,Ben Patt,FR,G,"Brampton, Ontario",Minnesota-Duluth,brampton ontario,"Minnesota-Duluth: 36 Ben Patt - Brampton, Ontario (FR-G)",20172018,-79.7624177,43.7315479
39,Parker Mackay,JR,F,"Irma, Alberta",Minnesota-Duluth,irma alberta,"Minnesota-Duluth: 39 Parker Mackay - Irma, Alberta (JR-F)",20172018,-111.2303788,52.913377
5,Joel Messner,SR,D,"Lorette, Manitoba",Nebraska-Omaha,lorette manitoba,"Nebraska-Omaha: 05 Joel Messner - Lorette, Manitoba (SR-D)",20172018,-96.87432749999999,49.7396213
6,LukaAs Buchta,JR,D,"FryAstA!k, Czech Republic",Nebraska-Omaha,fryastak czech republic,"Nebraska-Omaha: 06 LukaAs Buchta - FryAstA!k, Czech Republic (JR-D)",20172018,17.6834723,49.2852036
7,Colin Grannary,SO,F,"Delta, British Columbia",Nebraska-Omaha,delta british columbia,"Nebraska-Omaha: 07 Colin Grannary - Delta, British Columbia (SO-F)",20172018,-123.0264758,49.09521549999999
9,Riley Alferd,JR,F,"Vancouver, Washington",Nebraska-Omaha,vancouver washington,"Nebraska-Omaha: 09 Riley Alferd - Vancouver, Washington (JR-F)",20172018,-122.6716063,45.6318397
10,Tyler Vesel,SR,F,"Rochester, Minnesota",Nebraska-Omaha,rochester minnesota,"Nebraska-Omaha: 10 Tyler Vesel - Rochester, Minnesota (SR-F)",20172018,-92.4801989,44.0121221
11,Mason Morelli,JR,F,"Minot, North Dakota",Nebraska-Omaha,minot north dakota,"Nebraska-Omaha: 11 Mason Morelli - Minot, North Dakota (JR-F)",20172018,-101.2922906,48.2329668
12,David Pope,SR,F,"Edmonton, Alberta",Nebraska-Omaha,edmonton alberta,"Nebraska-Omaha: 12 David Pope - Edmonton, Alberta (SR-F)",20172018,-113.4909267,53.544389
15,Jalen Schulz,JR,D,"Cambridge, Minnesota",Nebraska-Omaha,cambridge minnesota,"Nebraska-Omaha: 15 Jalen Schulz - Cambridge, Minnesota (JR-D)",20172018,-93.2258999,45.5656755
16,Martin Sundberg,FR,F,"LinkA?ping, Sweden",Nebraska-Omaha,linkaping sweden,"Nebraska-Omaha: 16 Martin Sundberg - LinkA?ping, Sweden (FR-F)",20172018,15.6213728,58.41080700000001
17,Luke Nogard,SR,F,"Ancaster, Ontario",Nebraska-Omaha,ancaster ontario,"Nebraska-Omaha: 17 Luke Nogard - Ancaster, Ontario (SR-F)",20172018,-79.98728349999999,43.2177791
18,Dean Stewart,SO,D,"Portage la Prairie, Manitoba",Nebraska-Omaha,portage la prairie manitoba,"Nebraska-Omaha: 18 Dean Stewart - Portage la Prairie, Manitoba (SO-D)",20172018,-98.29032509999999,49.9723205
19,Tristan Keck,SO,F,"Morris, Manitoba",Nebraska-Omaha,morris manitoba,"Nebraska-Omaha: 19 Tristan Keck - Morris, Manitoba (SO-F)",20172018,-97.36468839999999,49.3544829
20,Ryan Jones,SO,D,"Crown Point, Indiana",Nebraska-Omaha,crown point indiana,"Nebraska-Omaha: 20 Ryan Jones - Crown Point, Indiana (SO-D)",20172018,-87.3653135,41.4169806
21,Ryan Galt,JR,F,"Omaha, Nebraska",Nebraska-Omaha,omaha nebraska,"Nebraska-Omaha: 21 Ryan Galt - Omaha, Nebraska (JR-F)",20172018,-95.9345034,41.2565369
22,Jordan Klehr,JR,D,"Lino Lakes, Minnesota",Nebraska-Omaha,lino lakes minnesota,"Nebraska-Omaha: 22 Jordan Klehr - Lino Lakes, Minnesota (JR-D)",20172018,-93.0888324,45.1602442
23,Grant Gallo,SR,D,"San Diego, California",Nebraska-Omaha,san diego california,"Nebraska-Omaha: 23 Grant Gallo - San Diego, California (SR-D)",20172018,-117.1610838,32.715738
26,Steven Spinner,JR,F,"Eden Prairie, Minnesota",Nebraska-Omaha,eden prairie minnesota,"Nebraska-Omaha: 26 Steven Spinner - Eden Prairie, Minnesota (JR-F)",20172018,-93.47078599999999,44.8546856
27,Zach Jordan,SO,F,"Collinsville, Illinois",Nebraska-Omaha,collinsville illinois,"Nebraska-Omaha: 27 Zach Jordan - Collinsville, Illinois (SO-F)",20172018,-89.9845476,38.6703266
28,Fredrik Olofsson,JR,F,"Broomfield, Colorado",Nebraska-Omaha,broomfield colorado,"Nebraska-Omaha: 28 Fredrik Olofsson - Broomfield, Colorado (JR-F)",20172018,-105.0866504,39.9205411
33,Kris Oldham,SO,G,"Anchorage, Alaska",Nebraska-Omaha,anchorage alaska,"Nebraska-Omaha: 33 Kris Oldham - Anchorage, Alaska (SO-G)",20172018,-149.9002778,61.2180556
35,Evan Weninger,JR,G,"Saskatoon, Saskatchewan",Nebraska-Omaha,saskatoon saskatchewan,"Nebraska-Omaha: 35 Evan Weninger - Saskatoon, Saskatchewan (JR-G)",20172018,-106.6700458,52.1332144
5,Dylan Chanter,SR,D,"Armstrong, British Columbia",New Hampshire,armstrong british columbia,"New Hampshire: 05 Dylan Chanter - Armstrong, British Columbia (SR-D)",20172018,-119.1969938,50.4476983
7,Brendan van Riemsdyk,SO,F,"Middletown, New Jersey",New Hampshire,middletown new jersey,"New Hampshire: 07 Brendan van Riemsdyk - Middletown, New Jersey (SO-F)",20172018,-74.09159819999999,40.3968012
8,Max Gildon,FR,D,"Plano, Texas",New Hampshire,plano texas,"New Hampshire: 08 Max Gildon - Plano, Texas (FR-D)",20172018,-96.6988856,33.0198431
9,Frankie Cefalu,JR,F,"Buffalo, New York",New Hampshire,buffalo new york,"New Hampshire: 09 Frankie Cefalu - Buffalo, New York (JR-F)",20172018,-78.8783689,42.88644679999999
10,Jason Salvaggio,SR,F,"Hanson, Massachusetts",New Hampshire,hanson massachusetts,"New Hampshire: 10 Jason Salvaggio - Hanson, Massachusetts (SR-F)",20172018,-70.8800187,42.0751892
11,Michael McNicholas,SR,F,"Manhattan Beach, California",New Hampshire,manhattan beach california,"New Hampshire: 11 Michael McNicholas - Manhattan Beach, California (SR-F)",20172018,-118.4109089,33.8847361
12,Shane Eiserman,SR,F,"Newburyport, Massachusetts",New Hampshire,newburyport massachusetts,"New Hampshire: 12 Shane Eiserman - Newburyport, Massachusetts (SR-F)",20172018,-70.87727509999999,42.8125913
13,Justin Fregona,SO,F,"Mississauga, Ontario",New Hampshire,mississauga ontario,"New Hampshire: 13 Justin Fregona - Mississauga, Ontario (SO-F)",20172018,-79.6441198,43.5890452
15,Richard Boyd,JR,D,"Delray Beach, Florida",New Hampshire,delray beach florida,"New Hampshire: 15 Richard Boyd - Delray Beach, Florida (JR-D)",20172018,-80.0728201,26.4614625
17,Marcus Vela,JR,F,"Burnaby, British Columbia",New Hampshire,burnaby british columbia,"New Hampshire: 17 Marcus Vela - Burnaby, British Columbia (JR-F)",20172018,-122.9805104,49.2488091
19,Eric MacAdams,FR,F,"Salem, Massachusetts",New Hampshire,salem massachusetts,"New Hampshire: 19 Eric MacAdams - Salem, Massachusetts (FR-F)",20172018,-70.8967155,42.51954
20,Patrick Grasso,SO,F,"Ankeny, Iowa",New Hampshire,ankeny iowa,"New Hampshire: 20 Patrick Grasso - Ankeny, Iowa (SO-F)",20172018,-93.6001278,41.7317884
21,Anthony Wyse,SO,D,"Newton, Massachusetts",New Hampshire,newton massachusetts,"New Hampshire: 21 Anthony Wyse - Newton, Massachusetts (SO-D)",20172018,-71.20922139999999,42.3370413
22,Ara Nazarian,JR,F,"Boxford, Massachusetts",New Hampshire,boxford massachusetts,"New Hampshire: 22 Ara Nazarian - Boxford, Massachusetts (JR-F)",20172018,-70.996726,42.6611604
23,Charlie Kelleher,FR,F,"Longmeadow, Massachusetts",New Hampshire,longmeadow massachusetts,"New Hampshire: 23 Charlie Kelleher - Longmeadow, Massachusetts (FR-F)",20172018,-72.5828642,42.0501022
25,Chris Miller,JR,F,"Windham, New Hampshire",New Hampshire,windham new hampshire,"New Hampshire: 25 Chris Miller - Windham, New Hampshire (JR-F)",20172018,-71.30422899999999,42.8006441
26,Liam Blackburn,SO,F,"Prince George, British Columbia",New Hampshire,prince george british columbia,"New Hampshire: 26 Liam Blackburn - Prince George, British Columbia (SO-F)",20172018,-122.7496693,53.9170641
27,Matt Dawson,JR,D,"Delta, British Columbia",New Hampshire,delta british columbia,"New Hampshire: 27 Matt Dawson - Delta, British Columbia (JR-D)",20172018,-123.0264758,49.09521549999999
28,Benton Maass,FR,D,"Elk River, Minnesota",New Hampshire,elk river minnesota,"New Hampshire: 28 Benton Maass - Elk River, Minnesota (FR-D)",20172018,-93.56911219999999,45.33772829999999
31,Mike Robinson,FR,G,"Bedford, New Hampshire",New Hampshire,bedford new hampshire,"New Hampshire: 31 Mike Robinson - Bedford, New Hampshire (FR-G)",20172018,-71.51320079999999,42.9463291
33,Joe Lazzaro,SO,G,"Hampstead, New Hampshire",New Hampshire,hampstead new hampshire,"New Hampshire: 33 Joe Lazzaro - Hampstead, New Hampshire (SO-G)",20172018,-71.1809803,42.87448819999999
35,Daniel Tirone,SR,G,"Trumbull, Connecticut",New Hampshire,trumbull connecticut,"New Hampshire: 35 Daniel Tirone - Trumbull, Connecticut (SR-G)",20172018,-73.2006639,41.2428563
41,Adam Clark,SR,G,"Sherwood Park, Alberta",New Hampshire,sherwood park alberta,"New Hampshire: 41 Adam Clark - Sherwood Park, Alberta (SR-G)",20172018,-113.2957365,53.5412083
1,Guillaume Therien,JR,G,"Mirabel, Quebec",Niagara,mirabel quebec,"Niagara: 01 Guillaume Therien - Mirabel, Quebec (JR-G)",20172018,-74.09016960000001,45.65189590000001
2,Larry Smith,SR,D,"Grand Island, New York",Niagara,grand island new york,"Niagara: 02 Larry Smith - Grand Island, New York (SR-D)",20172018,-78.9657302,43.0216283
3,James Roll,SR,D,"West Seneca, New York",Niagara,west seneca new york,"Niagara: 03 James Roll - West Seneca, New York (SR-D)",20172018,-78.7538895,42.8358977
4,Chris Harpur,FR,D,"Niagara-on-the-Lake, Ontario",Niagara,niagaraonthelake ontario,"Niagara: 04 Chris Harpur - Niagara-on-the-Lake, Ontario (FR-D)",20172018,-79.0772616,43.2549988
5,Tyler Hayes,SO,D,"Brighton, Michigan",Niagara,brighton michigan,"Niagara: 05 Tyler Hayes - Brighton, Michigan (SO-D)",20172018,-83.7802214,42.5294773
8,Sam Rennaker,JR,F,"Grand Rapids, Michigan",Niagara,grand rapids michigan,"Niagara: 08 Sam Rennaker - Grand Rapids, Michigan (JR-F)",20172018,-85.6680863,42.9633599
9,Eric Cooley,FR,F,"Pittsburgh, Pennsylvania",Niagara,pittsburgh pennsylvania,"Niagara: 09 Eric Cooley - Pittsburgh, Pennsylvania (FR-F)",20172018,-79.9958864,40.44062479999999
10,Nic Mucci,FR,F,"Mississauga, Ontario",Niagara,mississauga ontario,"Niagara: 10 Nic Mucci - Mississauga, Ontario (FR-F)",20172018,-79.6441198,43.5890452
11,Derian Plouffe,SR,C,"Shawville, Quebec",Niagara,shawville quebec,"Niagara: 11 Derian Plouffe - Shawville, Quebec (SR-C)",20172018,-76.4914639,45.603663
13,Jared Brandt,SO,D,"St. Louis, Missouri",Niagara,st louis missouri,"Niagara: 13 Jared Brandt - St. Louis, Missouri (SO-D)",20172018,-90.19940419999999,38.6270025
14,Johnny Curran,JR,F,"Niagara Falls, Ontario",Niagara,niagara falls ontario,"Niagara: 14 Johnny Curran - Niagara Falls, Ontario (JR-F)",20172018,-79.0849436,43.0895577
15,Kris Spriggs,SO,F,"Edmonton, Alberta",Niagara,edmonton alberta,"Niagara: 15 Kris Spriggs - Edmonton, Alberta (SO-F)",20172018,-113.4909267,53.544389
16,Ryan Kuhn,JR,F,"Wheatfield, New York",Niagara,wheatfield new york,"Niagara: 16 Ryan Kuhn - Wheatfield, New York (JR-F)",20172018,-78.8722341,43.08510690000001
