Number,Name,Class,Position,Hometown,Team,Simple.Hometown,Label,Season,Lon,Lat
6,Tony Stillwell,FR,D,"Green Bay, Wisconsin",Brown,green bay wisconsin,"Brown: 06 Tony Stillwell - Green Bay, Wisconsin (FR-D)",20172018,-88.0132958,44.5133188
7,Tyler Bird,SR,F,"Andover, Massachusetts",Brown,andover massachusetts,"Brown: 07 Tyler Bird - Andover, Massachusetts (SR-F)",20172018,-71.1367953,42.6583356
8,Zach Giuttari,SO,D,"Warwick, Rhode Island",Brown,warwick rhode island,"Brown: 08 Zach Giuttari - Warwick, Rhode Island (SO-D)",20172018,-71.4161671,41.7001009
9,Nolan Aibel,SO,F,"Brookville, New York",Brown,brookville new york,"Brown: 09 Nolan Aibel - Brookville, New York (SO-F)",20172018,-73.5673482,40.8131553
12,Josh McArdle,SR,D,"Roscoe, Illinois",Brown,roscoe illinois,"Brown: 12 Josh McArdle - Roscoe, Illinois (SR-D)",20172018,-89.0092741,42.4133505
13,Brent Beaudoin,SO,F,"Londonderry, New Hampshire",Brown,londonderry new hampshire,"Brown: 13 Brent Beaudoin - Londonderry, New Hampshire (SO-F)",20172018,-71.3739272,42.86512980000001
14,Chris Berger,FR,F,"Buffalo, New York",Brown,buffalo new york,"Brown: 14 Chris Berger - Buffalo, New York (FR-F)",20172018,-78.8783689,42.88644679999999
15,Jack Gessert,SO,F,"Novi, Michigan",Brown,novi michigan,"Brown: 15 Jack Gessert - Novi, Michigan (SO-F)",20172018,-83.4754913,42.48059
16,Charlie Corcoran,SR,F,"New Canaan, Connecticut",Brown,new canaan connecticut,"Brown: 16 Charlie Corcoran - New Canaan, Connecticut (SR-F)",20172018,-73.4948445,41.146763
18,Sam Lafferty,SR,F,"Hollidaysburg, Pennsylvania",Brown,hollidaysburg pennsylvania,"Brown: 18 Sam Lafferty - Hollidaysburg, Pennsylvania (SR-F)",20172018,-78.38890239999999,40.4272949
19,Alex Brink,JR,F,"Hamilton, New York",Brown,hamilton new york,"Brown: 19 Alex Brink - Hamilton, New York (JR-F)",20172018,-75.5446238,42.8270136
20,Joachim Weberg,FR,F,"Oslo, Norway",Brown,oslo norway,"Brown: 20 Joachim Weberg - Oslo, Norway (FR-F)",20172018,10.7522454,59.9138688
21,Alec Mehr,FR,F,"Los Angeles, California",Brown,los angeles california,"Brown: 21 Alec Mehr - Los Angeles, California (FR-F)",20172018,-118.2436849,34.0522342
25,Tim Lappin,SR,F,"Saint Charles, Illinois",Brown,saint charles illinois,"Brown: 25 Tim Lappin - Saint Charles, Illinois (SR-F)",20172018,-88.3086867,41.9141945
26,Tommy Marchin,JR,F,"Algonac, Michigan",Brown,algonac michigan,"Brown: 26 Tommy Marchin - Algonac, Michigan (JR-F)",20172018,-82.531018,42.6183675
27,Trey Dodd,SO,F,"St. Louis, Missouri",Brown,st louis missouri,"Brown: 27 Trey Dodd - St. Louis, Missouri (SO-F)",20172018,-90.19940419999999,38.6270025
28,Colin Burston,FR,F,"Winnipeg, Manitoba",Brown,winnipeg manitoba,"Brown: 28 Colin Burston - Winnipeg, Manitoba (FR-F)",20172018,-97.13837439999999,49.895136
29,Conner Wynne,JR,D,"Pomona, New York",Brown,pomona new york,"Brown: 29 Conner Wynne - Pomona, New York (JR-D)",20172018,-74.05644989999999,41.1912507
31,Connor Maher,SR,G,"Marshfield, Massachusetts",Brown,marshfield massachusetts,"Brown: 31 Connor Maher - Marshfield, Massachusetts (SR-G)",20172018,-70.7055871,42.0917453
35,Luke Kania,FR,G,"Chicago, Illinois",Brown,chicago illinois,"Brown: 35 Luke Kania - Chicago, Illinois (FR-G)",20172018,-87.6297982,41.8781136
8,Ian Edmondson,JR,D,"Toronto, Ontario",Canisius,toronto ontario,"Canisius: 08 Ian Edmondson - Toronto, Ontario (JR-D)",20172018,-79.3831843,43.653226
9,David Parrottino,SR,F,"Rochester Hills, Michigan",Canisius,rochester hills michigan,"Canisius: 09 David Parrottino - Rochester Hills, Michigan (SR-F)",20172018,-83.1499322,42.65836609999999
10,Matt McLeod,JR,F,"Mississauga, Ontario",Canisius,mississauga ontario,"Canisius: 10 Matt McLeod - Mississauga, Ontario (JR-F)",20172018,-79.6441198,43.5890452
12,Mike Sabatini,SR,F,"Grosse Pointe Woods, Michigan",Canisius,grosse pointe woods michigan,"Canisius: 12 Mike Sabatini - Grosse Pointe Woods, Michigan (SR-F)",20172018,-82.90686029999999,42.4436478
13,Dylan McLaughlin,JR,F,"Lancaster, New York",Canisius,lancaster new york,"Canisius: 13 Dylan McLaughlin - Lancaster, New York (JR-F)",20172018,-78.6341996,42.8982361
14,Josh Kielich,SR,F,"Orchard Park, New York",Canisius,orchard park new york,"Canisius: 14 Josh Kielich - Orchard Park, New York (SR-F)",20172018,-78.7440921,42.7675323
15,Grant Meyer,FR,F,"Genoa, Ohio",Canisius,genoa ohio,"Canisius: 15 Grant Meyer - Genoa, Ohio (FR-F)",20172018,-83.359094,41.5181064
20,David Baskerville,FR,F,"Buffalo, New York",Canisius,buffalo new york,"Canisius: 20 David Baskerville - Buffalo, New York (FR-F)",20172018,-78.8783689,42.88644679999999
23,Casey Jerry,SO,F,"River Falls, Wisconsin",Canisius,river falls wisconsin,"Canisius: 23 Casey Jerry - River Falls, Wisconsin (SO-F)",20172018,-92.6238082,44.8613563
24,Matt Stief,SO,D,"Weston, Florida",Canisius,weston florida,"Canisius: 24 Matt Stief - Weston, Florida (SO-D)",20172018,-80.3997748,26.1003654
25,Matt Long,FR,F,"Orland Park, Illinois",Canisius,orland park illinois,"Canisius: 25 Matt Long - Orland Park, Illinois (FR-F)",20172018,-87.85394250000002,41.6303103
26,Ryan Schmelzer,SR,F,"Buffalo, New York",Canisius,buffalo new york,"Canisius: 26 Ryan Schmelzer - Buffalo, New York (SR-F)",20172018,-78.8783689,42.88644679999999
28,Logan Gestro,FR,D,"South Lyon, Michigan",Canisius,south lyon michigan,"Canisius: 28 Logan Gestro - South Lyon, Michigan (FR-D)",20172018,-83.6516063,42.46059
29,Daniel Urbani,SO,G,"Coquitlam, British Columbia",Canisius,coquitlam british columbia,"Canisius: 29 Daniel Urbani - Coquitlam, British Columbia (SO-G)",20172018,-122.7932065,49.2837626
31,Simon Hofley,JR,G,"Ottawa, Ontario",Canisius,ottawa ontario,"Canisius: 31 Simon Hofley - Ottawa, Ontario (JR-G)",20172018,-75.69719309999999,45.4215296
32,Tucker Weppner,FR,G,"Williamsville, New York",Canisius,williamsville new york,"Canisius: 32 Tucker Weppner - Williamsville, New York (FR-G)",20172018,-78.73780909999999,42.963947
34,Blake Weyrick,SO,G,"Los Angeles, California",Canisius,los angeles california,"Canisius: 34 Blake Weyrick - Los Angeles, California (SO-G)",20172018,-118.2436849,34.0522342
40,Jesse Pereira,SO,F,"Fort Erie, Ontario",Canisius,fort erie ontario,"Canisius: 40 Jesse Pereira - Fort Erie, Ontario (SO-F)",20172018,-78.9721745,42.9017764
44,Alex Jaeckle,JR,D,"St. Clair Shores, Michigan",Canisius,st clair shores michigan,"Canisius: 44 Alex Jaeckle - St. Clair Shores, Michigan (JR-D)",20172018,-82.89636039999999,42.4974085
47,David Bennett,SR,D,"Ottawa, Ontario",Canisius,ottawa ontario,"Canisius: 47 David Bennett - Ottawa, Ontario (SR-D)",20172018,-75.69719309999999,45.4215296
51,Jeff Murray,SR,F,"Newmarket, Ontario",Canisius,newmarket ontario,"Canisius: 51 Jeff Murray - Newmarket, Ontario (SR-F)",20172018,-79.46125599999999,44.05918700000001
53,Cameron Heath,JR,D,"Troy, Michigan",Canisius,troy michigan,"Canisius: 53 Cameron Heath - Troy, Michigan (JR-D)",20172018,-83.1497751,42.6064095
55,Jack Stander,SR,D,"Grosse Pointe Woods, Michigan",Canisius,grosse pointe woods michigan,"Canisius: 55 Jack Stander - Grosse Pointe Woods, Michigan (SR-D)",20172018,-82.90686029999999,42.4436478
71,Joshua Gabriel,JR,F,"Lancaster, New York",Canisius,lancaster new york,"Canisius: 71 Joshua Gabriel - Lancaster, New York (JR-F)",20172018,-78.6341996,42.8982361
72,Matt Hoover,SO,F,"Brantford, Ontario",Canisius,brantford ontario,"Canisius: 72 Matt Hoover - Brantford, Ontario (SO-F)",20172018,-80.2644254,43.1393867
74,Felix Chamberland,JR,F,"Quebec City, QuACbec",Canisius,quebec city quacbec,"Canisius: 74 Felix Chamberland - Quebec City, QuACbec (JR-F)",20172018,-71.2079809,46.8138783
77,Jimmy Mazza,JR,D,"Kings Park, New York",Canisius,kings park new york,"Canisius: 77 Jimmy Mazza - Kings Park, New York (JR-D)",20172018,-73.2573369,40.88620900000001
81,Nolan Sheeran,SR,F,"East Amherst, New York",Canisius,east amherst new york,"Canisius: 81 Nolan Sheeran - East Amherst, New York (SR-F)",20172018,-78.69698310000001,43.0183126
91,Nick Hutchison,SO,F,"Hicksville, New York",Canisius,hicksville new york,"Canisius: 91 Nick Hutchison - Hicksville, New York (SO-F)",20172018,-73.5251253,40.7684331
2,Connor McCarthy,FR,D,"LaSalle, Quebec",Clarkson,lasalle quebec,"Clarkson: 02 Connor McCarthy - LaSalle, Quebec (FR-D)",20172018,-73.6348015,45.4306269
3,Greg Moro,SO,D,"Edmonton, Alberta",Clarkson,edmonton alberta,"Clarkson: 03 Greg Moro - Edmonton, Alberta (SO-D)",20172018,-113.4909267,53.544389
4,Tyko Karjalainen,SR,D,"Helsinki, Finland",Clarkson,helsinki finland,"Clarkson: 04 Tyko Karjalainen - Helsinki, Finland (SR-D)",20172018,24.9383791,60.16985569999999
5,Kelly Summers,SR,D,"Golden Lake, Ontario",Clarkson,golden lake ontario,"Clarkson: 05 Kelly Summers - Golden Lake, Ontario (SR-D)",20172018,-77.3595824,45.573652
6,Nic Pierog,SR,F,"Georgetown, Ontario",Clarkson,georgetown ontario,"Clarkson: 06 Nic Pierog - Georgetown, Ontario (SR-F)",20172018,-79.9036236,43.6502046
10,Shane Kuzmeski,SO,D,"Grayslake, Illinois",Clarkson,grayslake illinois,"Clarkson: 10 Shane Kuzmeski - Grayslake, Illinois (SO-D)",20172018,-88.04174599999999,42.34446639999999
12,Jordan Schneider,SO,D,"Toronto, Ontario",Clarkson,toronto ontario,"Clarkson: 12 Jordan Schneider - Toronto, Ontario (SO-D)",20172018,-79.3831843,43.653226
14,Devin Brosseau,SO,F,"Saint-Lambert, Quebec",Clarkson,saintlambert quebec,"Clarkson: 14 Devin Brosseau - Saint-Lambert, Quebec (SO-F)",20172018,-73.50417519999999,45.4920344
15,Dylan Gareau,SR,F,"Richmond, Ontario",Clarkson,richmond ontario,"Clarkson: 15 Dylan Gareau - Richmond, Ontario (SR-F)",20172018,-75.8388276,45.1943631
16,Jack Jacome,FR,F,"Caledon, Ontario",Clarkson,caledon ontario,"Clarkson: 16 Jack Jacome - Caledon, Ontario (FR-F)",20172018,-79.87448359999999,43.8363372
17,Nico Sturm,SO,F,"Augsburg, Germany",Clarkson,augsburg germany,"Clarkson: 17 Nico Sturm - Augsburg, Germany (SO-F)",20172018,10.89779,48.3705449
18,Haralds Egle,SO,F,"LiepA?ja, Latvia",Clarkson,liepaja latvia,"Clarkson: 18 Haralds Egle - LiepA?ja, Latvia (SO-F)",20172018,21.010806,56.5046678
19,Brett Gervais,SR,F,"Corona, California",Clarkson,corona california,"Clarkson: 19 Brett Gervais - Corona, California (SR-F)",20172018,-117.5664384,33.8752935
23,Marly Quince,JR,F,"Sioux Lookout, Ontario",Clarkson,sioux lookout ontario,"Clarkson: 23 Marly Quince - Sioux Lookout, Ontario (JR-F)",20172018,-91.922038,50.0978321
26,Grant Cooper,FR,F,"Cornwall, Ontario",Clarkson,cornwall ontario,"Clarkson: 26 Grant Cooper - Cornwall, Ontario (FR-F)",20172018,-74.730345,45.0212762
27,Juho Jokiharju,JR,F,"Tampere, Finland",Clarkson,tampere finland,"Clarkson: 27 Juho Jokiharju - Tampere, Finland (JR-F)",20172018,23.7609535,61.4977524
28,Kevin Charyszyn,FR,F,"Jamison, Pennsylvania",Clarkson,jamison pennsylvania,"Clarkson: 28 Kevin Charyszyn - Jamison, Pennsylvania (FR-F)",20172018,-75.0890348,40.2548974
29,Jake Kielly,SO,G,"Eden Prairie, Minnesota",Clarkson,eden prairie minnesota,"Clarkson: 29 Jake Kielly - Eden Prairie, Minnesota (SO-G)",20172018,-93.47078599999999,44.8546856
35,Nicholas Latinovich,FR,G,"Maple, Ontario",Clarkson,maple ontario,"Clarkson: 35 Nicholas Latinovich - Maple, Ontario (FR-G)",20172018,-79.52728359999999,43.8517618
39,John Carter MacLean,FR,F,"Basking Ridge, New Jersey",Clarkson,basking ridge new jersey,"Clarkson: 39 John Carter MacLean - Basking Ridge, New Jersey (FR-F)",20172018,-74.5493284,40.7066174
44,Terrance Amorosa,SR,D,"Kirkland, Quebec",Clarkson,kirkland quebec,"Clarkson: 44 Terrance Amorosa - Kirkland, Quebec (SR-D)",20172018,-73.8623337,45.4560415
2,Paul Meyer,SO,D,"Edina, Minnesota",Colgate,edina minnesota,"Colgate: 02 Paul Meyer - Edina, Minnesota (SO-D)",20172018,-93.3499489,44.8896866
4,Willie Brooks,JR,D,"Locust, New Jersey",Colgate,locust new jersey,"Colgate: 04 Willie Brooks - Locust, New Jersey (JR-D)",20172018,-74.02625019999999,40.3945534
7,Josh McKechney,FR,F,"Calgary, Alberta",Colgate,calgary alberta,"Colgate: 07 Josh McKechney - Calgary, Alberta (FR-F)",20172018,-114.0708459,51.0486151
9,Bobby McMann,SO,F,"Wainwright, Alberta",Colgate,wainwright alberta,"Colgate: 09 Bobby McMann - Wainwright, Alberta (SO-F)",20172018,-110.8504696,52.83307
11,Nick Austin,FR,D,"St. Louis Park, Minnesota",Colgate,st louis park minnesota,"Colgate: 11 Nick Austin - St. Louis Park, Minnesota (FR-D)",20172018,-93.3702186,44.9597376
13,Rory McGuire,JR,D,"Bracebridge, Ontario",Colgate,bracebridge ontario,"Colgate: 13 Rory McGuire - Bracebridge, Ontario (JR-D)",20172018,-79.3078787,45.0389565
14,Jared Cockrell,SO,F,"Readfield, Maine",Colgate,readfield maine,"Colgate: 14 Jared Cockrell - Readfield, Maine (SO-F)",20172018,-69.9667188,44.3878453
15,Jacob Panetta,SO,D,"Belleville, Ontario",Colgate,belleville ontario,"Colgate: 15 Jacob Panetta - Belleville, Ontario (SO-D)",20172018,-77.3832315,44.1627589
17,Ben Sharf,SO,F,"Williamsville, New York",Colgate,williamsville new york,"Colgate: 17 Ben Sharf - Williamsville, New York (SO-F)",20172018,-78.73780909999999,42.963947
19,Henry Marshall,FR,F,"New Canaan, Connecticut",Colgate,new canaan connecticut,"Colgate: 19 Henry Marshall - New Canaan, Connecticut (FR-F)",20172018,-73.4948445,41.146763
26,Evan Peterson,SR,F,"Lakeville, Minnesota",Colgate,lakeville minnesota,"Colgate: 26 Evan Peterson - Lakeville, Minnesota (SR-F)",20172018,-93.24271999999999,44.6496868
27,Mike Panowyk,SR,F,"Whitby, Ontario",Colgate,whitby ontario,"Colgate: 27 Mike Panowyk - Whitby, Ontario (SR-F)",20172018,-78.94293290000002,43.8975446
28,Hunter Racine,JR,F,"Ottawa, Ontario",Colgate,ottawa ontario,"Colgate: 28 Hunter Racine - Ottawa, Ontario (JR-F)",20172018,-75.69719309999999,45.4215296
31,Zac Hamilton,SR,G,"Ottawa, Ontario",Colgate,ottawa ontario,"Colgate: 31 Zac Hamilton - Ottawa, Ontario (SR-G)",20172018,-75.69719309999999,45.4215296
32,Colton Point,SO,G,"North Bay, Ontario",Colgate,north bay ontario,"Colgate: 32 Colton Point - North Bay, Ontario (SO-G)",20172018,-79.4608204,46.3091152
33,Bruce Racine,SR,G,"Bethesda, Maryland",Colgate,bethesda maryland,"Colgate: 33 Bruce Racine - Bethesda, Maryland (SR-G)",20172018,-77.0947092,38.984652
1,Alex Leclerc,SO,G,"Longueuil, Quebec",Colorado College,longueuil quebec,"Colorado College: 01 Alex Leclerc - Longueuil, Quebec (SO-G)",20172018,-73.51071309999999,45.5369442
3,Kristian Blumenschein,SO,D,"Kelowna, British Columbia",Colorado College,kelowna british columbia,"Colorado College: 03 Kristian Blumenschein - Kelowna, British Columbia (SO-D)",20172018,-119.4960106,49.8879519
5,Cole McCaskill,JR,D,"Kamloops, British Columbia",Colorado College,kamloops british columbia,"Colorado College: 05 Cole McCaskill - Kamloops, British Columbia (JR-D)",20172018,-120.3272675,50.674522
6,Nate Kwiecinski,JR,D,"Livonia, Michigan",Colorado College,livonia michigan,"Colorado College: 06 Nate Kwiecinski - Livonia, Michigan (JR-D)",20172018,-83.35270969999999,42.36837
7,Alex Berardinelli,SO,F,"Pittsburgh, Pennsylvania",Colorado College,pittsburgh pennsylvania,"Colorado College: 07 Alex Berardinelli - Pittsburgh, Pennsylvania (SO-F)",20172018,-79.9958864,40.44062479999999
8,Zach Berzolla,FR,D,"Howell, New Jersey",Colorado College,howell new jersey,"Colorado College: 08 Zach Berzolla - Howell, New Jersey (FR-D)",20172018,-74.2082671,40.1645785
12,Bryce Van Horn,SO,F,"Kimball, Michigan",Colorado College,kimball michigan,"Colorado College: 12 Bryce Van Horn - Kimball, Michigan (SO-F)",20172018,-82.5402275,42.9511374
15,Mason Bergh,JR,F,"Eden Prairie, Minnesota",Colorado College,eden prairie minnesota,"Colorado College: 15 Mason Bergh - Eden Prairie, Minnesota (JR-F)",20172018,-93.47078599999999,44.8546856
26,Max St. Pierre,SO,F,"Orleans, Ontario",Colorado College,orleans ontario,"Colorado College: 26 Max St. Pierre - Orleans, Ontario (SO-F)",20172018,-75.5047333,45.4558019
29,Christiano Versich,FR,F,"Kelly Lake, Minnesota",Colorado College,kelly lake minnesota,"Colorado College: 29 Christiano Versich - Kelly Lake, Minnesota (FR-F)",20172018,-93.0065848,47.4176199
30,Alec Calvaruso,FR,G,"Livonia, Michigan",Colorado College,livonia michigan,"Colorado College: 30 Alec Calvaruso - Livonia, Michigan (FR-G)",20172018,-83.35270969999999,42.36837
36,McKay Flanagan,FR,D,"Ridgefield, Connecticut",Colorado College,ridgefield connecticut,"Colorado College: 36 McKay Flanagan - Ridgefield, Connecticut (FR-D)",20172018,-73.4975412,41.28406349999999
39,Andrew Farny,JR,D,"Steamboat Springs, Colorado",Colorado College,steamboat springs colorado,"Colorado College: 39 Andrew Farny - Steamboat Springs, Colorado (JR-D)",20172018,-106.8317158,40.4849769
5,David Drake,SR,D,"Naperville, Illinois",Connecticut,naperville illinois,"Connecticut: 05 David Drake - Naperville, Illinois (SR-D)",20172018,-88.1535352,41.7508391
6,Johnny Austin,SR,D,"St. Louis Park, Minnesota",Connecticut,st louis park minnesota,"Connecticut: 06 Johnny Austin - St. Louis Park, Minnesota (SR-D)",20172018,-93.3702186,44.9597376
9,Alexander Payusov,SO,F,"Montreal, Quebec",Connecticut,montreal quebec,"Connecticut: 09 Alexander Payusov - Montreal, Quebec (SO-F)",20172018,-73.567256,45.5016889
10,Miles Gendron,JR,D,"Shrewsbury, Massachusetts",Connecticut,shrewsbury massachusetts,"Connecticut: 10 Miles Gendron - Shrewsbury, Massachusetts (JR-D)",20172018,-71.71284709999999,42.2959267
11,Corey Ronan,SR,F,"Franklin, Massachusetts",Connecticut,franklin massachusetts,"Connecticut: 11 Corey Ronan - Franklin, Massachusetts (SR-F)",20172018,-71.396725,42.0834313
12,Evan Wisocky,FR,F,"Hoboken, New Jersey",Connecticut,hoboken new jersey,"Connecticut: 12 Evan Wisocky - Hoboken, New Jersey (FR-F)",20172018,-74.0323626,40.7439905
13,Joseph Masonius,JR,D,"Spring Lake, New Jersey",Connecticut,spring lake new jersey,"Connecticut: 13 Joseph Masonius - Spring Lake, New Jersey (JR-D)",20172018,-74.0281925,40.1534476
16,Karl El-Mir,JR,F,"Montreal, QuACbec",Connecticut,montreal quacbec,"Connecticut: 16 Karl El-Mir - Montreal, QuACbec (JR-F)",20172018,-73.567256,45.5016889
17,Jesse Schwartz,SR,F,"Toronto, Ontario",Connecticut,toronto ontario,"Connecticut: 17 Jesse Schwartz - Toronto, Ontario (SR-F)",20172018,-79.3831843,43.653226
18,Max Kalter,JR,F,"Highland Park, Illinois",Connecticut,highland park illinois,"Connecticut: 18 Max Kalter - Highland Park, Illinois (JR-F)",20172018,-87.8003437,42.1816918
19,Brian Rigali,FR,F,"Libertyville, Illinois",Connecticut,libertyville illinois,"Connecticut: 19 Brian Rigali - Libertyville, Illinois (FR-F)",20172018,-87.9531303,42.2830786
20,Wyatt Newpower,SO,D,"Hugo, Minnesota",Connecticut,hugo minnesota,"Connecticut: 20 Wyatt Newpower - Hugo, Minnesota (SO-D)",20172018,-92.99334119999999,45.159964
21,Jeff Wight,SR,F,"Coquitlam, British Columbia",Connecticut,coquitlam british columbia,"Connecticut: 21 Jeff Wight - Coquitlam, British Columbia (SR-F)",20172018,-122.7932065,49.2837626
22,Justin Howell,SO,F,"Saint Paul, Minnesota",Connecticut,saint paul minnesota,"Connecticut: 22 Justin Howell - Saint Paul, Minnesota (SO-F)",20172018,-93.0899578,44.9537029
23,Kasperi Ojantakanen,SR,F,"Helsinki, Finland",Connecticut,helsinki finland,"Connecticut: 23 Kasperi Ojantakanen - Helsinki, Finland (SR-F)",20172018,24.9383791,60.16985569999999
24,Benjamin Freeman,SO,F,"Falmouth, Maine",Connecticut,falmouth maine,"Connecticut: 24 Benjamin Freeman - Falmouth, Maine (SO-F)",20172018,-70.2601759,43.7435343
27,Maxim Letunov,JR,F,"Moscow, Russia",Connecticut,moscow russia,"Connecticut: 27 Maxim Letunov - Moscow, Russia (JR-F)",20172018,37.6172999,55.755826
35,Bradley Stone,FR,G,"London, England",Connecticut,london england,"Connecticut: 35 Bradley Stone - London, England (FR-G)",20172018,-0.1277583,51.5073509
2,Brendan Smith,JR,D,"Centennial, Colorado",Cornell,centennial colorado,"Cornell: 02 Brendan Smith - Centennial, Colorado (JR-D)",20172018,-104.8771726,39.5807452
3,Cody Haiskanen,FR,D,"Fargo, North Dakota",Cornell,fargo north dakota,"Cornell: 03 Cody Haiskanen - Fargo, North Dakota (FR-D)",20172018,-96.7898034,46.8771863
4,Alex Rauter,SR,F,"Chatham, New Jersey",Cornell,chatham new jersey,"Cornell: 04 Alex Rauter - Chatham, New Jersey (SR-F)",20172018,-74.3837624,40.740934
7,Cam Donaldson,FR,F,"Pittsboro, North Carolina",Cornell,pittsboro north carolina,"Cornell: 07 Cam Donaldson - Pittsboro, North Carolina (FR-F)",20172018,-79.1772371,35.7201463
8,Yanni Kaldis,SO,D,"Montreal, Quebec",Cornell,montreal quebec,"Cornell: 08 Yanni Kaldis - Montreal, Quebec (SO-D)",20172018,-73.567256,45.5016889
9,Noah Bauld,SO,F,"Halifax, Nova Scotia",Cornell,halifax nova scotia,"Cornell: 09 Noah Bauld - Halifax, Nova Scotia (SO-F)",20172018,-63.5752387,44.64876350000001
10,Beau Starrett,JR,F,"Bellingham, Massachusetts",Cornell,bellingham massachusetts,"Cornell: 10 Beau Starrett - Bellingham, Massachusetts (JR-F)",20172018,-71.47458809999999,42.0867608
11,Kyle Betts,FR,F,"Flesherton, Ontario",Cornell,flesherton ontario,"Cornell: 11 Kyle Betts - Flesherton, Ontario (FR-F)",20172018,-80.55041600000001,44.261851
12,Connor Murphy,SO,F,"Ancaster, Ontario",Cornell,ancaster ontario,"Cornell: 12 Connor Murphy - Ancaster, Ontario (SO-F)",20172018,-79.98728349999999,43.2177791
14,Mitch Vanderlaan,JR,F,"Hanwell, New Brunswick",Cornell,hanwell new brunswick,"Cornell: 14 Mitch Vanderlaan - Hanwell, New Brunswick (JR-F)",20172018,-66.7516364,45.8902806
15,Trevor Yates,SR,F,"Beaconsfield, Quebec",Cornell,beaconsfield quebec,"Cornell: 15 Trevor Yates - Beaconsfield, Quebec (SR-F)",20172018,-73.86828349999999,45.4309308
16,Matt Cairns,FR,D,"Mississauga, Ontario",Cornell,mississauga ontario,"Cornell: 16 Matt Cairns - Mississauga, Ontario (FR-D)",20172018,-79.6441198,43.5890452
17,Anthony Angello,JR,F,"Manlius, New York",Cornell,manlius new york,"Cornell: 17 Anthony Angello - Manlius, New York (JR-F)",20172018,-75.96954649999999,43.0581768
18,Jared Fiegl,SR,F,"Parker, Colorado",Cornell,parker colorado,"Cornell: 18 Jared Fiegl - Parker, Colorado (SR-F)",20172018,-104.7613633,39.5186002
21,Dwyer Tschantz,SR,F,"Wilmington, Delaware",Cornell,wilmington delaware,"Cornell: 21 Dwyer Tschantz - Wilmington, Delaware (SR-F)",20172018,-75.5397878,39.7390721
22,Jeff Malott,SO,F,"Burlington, Ontario",Cornell,burlington ontario,"Cornell: 22 Jeff Malott - Burlington, Ontario (SO-F)",20172018,-79.7990319,43.3255196
24,Ryan Bliss,SR,D,"Chelmsford, Massachusetts",Cornell,chelmsford massachusetts,"Cornell: 24 Ryan Bliss - Chelmsford, Massachusetts (SR-D)",20172018,-71.3672838,42.5998139
26,Tristan Mullin,FR,F,"Cartwright, Manitoba",Cornell,cartwright manitoba,"Cornell: 26 Tristan Mullin - Cartwright, Manitoba (FR-F)",20172018,-99.341467,49.09389580000001
28,Brenden Locke,FR,F,"Iroquois Falls, Ontario",Cornell,iroquois falls ontario,"Cornell: 28 Brenden Locke - Iroquois Falls, Ontario (FR-F)",20172018,-80.6731665,48.7679814
29,Alec McCrea,JR,D,"El Cajon, California",Cornell,el cajon california,"Cornell: 29 Alec McCrea - El Cajon, California (JR-D)",20172018,-116.9625269,32.7947731
31,Hayden Stewart,SR,G,"Rockford, Illinois",Cornell,rockford illinois,"Cornell: 31 Hayden Stewart - Rockford, Illinois (SR-G)",20172018,-89.0939952,42.2711311
32,Austin McGrath,FR,G,"Lloydminster, Alberta",Cornell,lloydminster alberta,"Cornell: 32 Austin McGrath - Lloydminster, Alberta (FR-G)",20172018,-110.0061451,53.2779625
35,Matthew Galajda,FR,G,"Aurora, Ontario",Cornell,aurora ontario,"Cornell: 35 Matthew Galajda - Aurora, Ontario (FR-G)",20172018,-79.450396,44.00648
2,River Rymsha,SR,D,"Huntington Woods, Michigan",Dartmouth,huntington woods michigan,"Dartmouth: 02 River Rymsha - Huntington Woods, Michigan (SR-D)",20172018,-83.1668713,42.4805913
3,Joey Matthews,FR,D,"Columbia, Illinois",Dartmouth,columbia illinois,"Dartmouth: 03 Joey Matthews - Columbia, Illinois (FR-D)",20172018,-90.2012239,38.44366369999999
4,Ben DiMaio,SO,D,"Pembroke, Massachusetts",Dartmouth,pembroke massachusetts,"Dartmouth: 04 Ben DiMaio - Pembroke, Massachusetts (SO-D)",20172018,-70.80919999999999,42.0714925
5,Tim Shoup,SR,D,"Upper Saint Clair, Pennsylvania",Dartmouth,upper saint clair pennsylvania,"Dartmouth: 05 Tim Shoup - Upper Saint Clair, Pennsylvania (SR-D)",20172018,-80.08701549999999,40.3205701
6,Connor Yau,JR,D,"Algonquin, Illinois",Dartmouth,algonquin illinois,"Dartmouth: 06 Connor Yau - Algonquin, Illinois (JR-D)",20172018,-88.29424929999999,42.1655801
7,Cameron Roth,JR,D,"Nepean, Ontario",Dartmouth,nepean ontario,"Dartmouth: 07 Cameron Roth - Nepean, Ontario (JR-D)",20172018,-75.7241006,45.33490459999999
8,Daniel Warpecha,SO,F,"Willow Springs, Illinois",Dartmouth,willow springs illinois,"Dartmouth: 08 Daniel Warpecha - Willow Springs, Illinois (SO-F)",20172018,-87.86033429999999,41.74086519999999
9,Collin Rutherford,FR,F,"Tonawanda, New York",Dartmouth,tonawanda new york,"Dartmouth: 09 Collin Rutherford - Tonawanda, New York (FR-F)",20172018,-78.880315,43.0203347
10,Shane Sellar,SO,F,"Carlisle, Pennsylvania",Dartmouth,carlisle pennsylvania,"Dartmouth: 10 Shane Sellar - Carlisle, Pennsylvania (SO-F)",20172018,-77.20027449999999,40.2010241
